ID,Age,Education_Level,Years_of_Experience,Current_or_Target_Role,Technical_Skill_Score,Soft_Skill_Score,Domain_Knowledge_Score,Certification_Count,Training_Hours_Last_Year,Skill_Gap_Score,Readiness_Score,Employment_Status,Industry,Annual_Salary_USD,Career_Readiness_Level
11216,58.0,PhD,8.8,,74.0,72.0,,,236.0,56.84,,Unemployed,Retail,96903.0,Low
11217,45.0,Diploma,2.3,Business Analyst,50.0,53.0,69.0,2.0,16.0,,,Unemployed,Retail,,High
11218,33.0,,1.4,Cloud Engineer,55.0,88.0,67.0,,58.0,,3.69,Student,Finance,99196.0,Medium
11219,,Diploma,11.0,ML Engineer,74.5,,84.0,4.0,218.0,,11.96,Employed,Retail,,Low
11220,47.0,,11.3,Data Analyst,88.0,86.0,,6.0,40.0,28.02,28.68,Unemployed,IT,,High
11221,21.0,High School,,System Admin,78.0,75.0,,,363.0,30.13,6.62,,Finance,,High
11222,,PhD,8.7,Cloud Engineer,80.5,93.0,95.0,7.0,,75.36,28.85,Student,,137986.0,Medium
11223,20.0,Diploma,,System Admin,,67.0,69.0,4.0,,4.8,59.94,Unemployed,Retail,105067.0,Medium
11224,38.0,Master,6.0,System Admin,71.5,,87.0,,259.0,80.94,,Student,Retail,97597.0,Low
11225,23.0,High School,3.1,,44.0,54.0,,2.0,396.0,85.83,59.16,Employed,IT,,Low
11226,35.0,PhD,14.5,Data Analyst,98.5,63.0,74.0,6.0,106.0,83.71,75.25,Employed,Healthcare,,Medium
11227,22.0,Master,2.0,,49.0,55.5,98.0,6.0,313.0,90.43,23.87,,IT,119033.0,Medium
11233,36.0,High School,6.2,Data Analyst,52.0,85.0,,7.0,366.0,43.38,56.0,Unemployed,,138071.0,Medium
11234,20.0,High School,3.1,Data Analyst,59.0,98.0,85.0,,122.0,56.45,29.08,Student,,147392.0,High
11235,,High School,11.5,System Admin,97.0,,71.0,,256.0,61.08,83.71,Unemployed,Retail,67169.0,High
11236,53.0,Bachelor,1.9,System Admin,55.0,,77.0,7.0,391.5,95.58,60.05,Employed,Finance,,Low
11237,48.0,Bachelor,11.8,Cloud Engineer,,47.0,50.0,5.0,,71.26,47.72,Unemployed,Manufacturing,88995.0,Medium
11238,36.5,Diploma,0.2,Cloud Engineer,75.0,,89.0,8.5,86.0,34.14,78.66,Unemployed,Retail,70408.0,Medium
11239,40.0,Diploma,,Software Engineer,,91.0,99.5,0.0,,40.57,73.45,Unemployed,,94421.0,Medium
11240,51.0,Bachelor,4.9,Cloud Engineer,78.5,80.0,89.5,3.5,278.0,31.98,19.44,Student,Education,,Low
11242,58.0,Diploma,7.0,Software Engineer,87.0,101.5,42.0,5.0,,5.12,,Student,Healthcare,,High
11243,22.0,Master,3.5999999999999996,,42.0,90.0,,,8.0,0.62,19.99,,Healthcare,84557.0,High
11244,32.0,Bachelor,,Software Engineer,64.0,,,1.0,138.0,,45.14,Student,IT,,Low
11246,36.0,High School,,,86.5,,71.0,1.0,,20.87,,Student,Finance,23714.0,Low
11248,20.0,Diploma,0.5,,,44.0,41.0,,465.5,11.32,71.59,Student,Retail,22889.0,Medium
11249,55.0,Diploma,0.6,System Admin,56.0,60.0,83.0,2.0,,96.41,27.98,Employed,Education,48554.0,Low
11250,21.0,Master,3.5,Data Analyst,72.0,87.0,43.0,8.5,340.0,51.64,50.59,Student,IT,92770.0,High
11251,41.0,,0.9,System Admin,52.0,55.0,93.0,3.0,230.5,21.25,,Student,Manufacturing,88766.0,High
11254,54.0,,0.8,System Admin,97.0,67.0,69.0,5.0,379.0,35.26,97.07,Employed,Manufacturing,,Medium
11258,18.0,High School,,ML Engineer,45.0,52.0,84.0,6.0,239.5,92.35,66.87,,Finance,89547.0,Low
11259,20.0,,2.1,,91.0,89.0,72.0,7.0,373.0,,12.53,Unemployed,Healthcare,67707.0,High
11260,43.0,Diploma,0.2,Cybersecurity Analyst,,95.0,51.0,6.0,311.0,65.03,2.16,,IT,97616.0,Low
11262,43.0,Master,,Cloud Engineer,,72.0,57.5,0.0,274.0,25.93,90.53,Unemployed,IT,,Low
11263,40.0,Bachelor,8.4,Cybersecurity Analyst,,98.0,68.0,4.0,33.0,41.81,52.4,,Education,59379.0,Low
11264,,PhD,6.3,,84.0,92.0,94.0,,214.0,65.18,33.24,Student,Healthcare,98940.0,Medium
11265,29.5,PhD,,System Admin,,64.0,71.0,4.0,362.0,,63.15,Employed,Healthcare,73139.0,High
11266,25.0,,,,92.0,81.0,43.5,4.0,,12.03,78.77,Employed,IT,,Medium
11267,42.0,High School,,Business Analyst,,96.0,,1.0,38.0,61.11,90.13,Employed,IT,29043.0,High
11268,39.0,Bachelor,,ML Engineer,78.0,52.0,87.5,3.0,426.0,,76.1,,Education,124082.0,Low
11269,34.5,,1.4,Cloud Engineer,49.0,44.0,85.0,5.5,87.0,85.99,1.49,Employed,Education,,High
11270,,High School,0.4,Business Analyst,56.5,65.0,82.0,7.0,231.0,62.46,94.29,Student,Manufacturing,59535.0,Medium
11271,27.0,Bachelor,16.5,Data Analyst,53.0,79.0,52.0,5.0,,,,Employed,,124953.0,Medium
11272,37.0,Master,5.3,,44.0,47.0,,0.0,250.0,57.77,,Unemployed,Retail,56777.0,Medium
11273,58.0,Diploma,10.4,Software Engineer,,49.0,82.0,4.0,34.0,60.17,38.08,Unemployed,Education,58493.0,Low
11275,18.0,Bachelor,7.3,Business Analyst,,,92.0,6.0,209.0,3.35,0.3,,Healthcare,96674.0,Low
11278,31.0,,0.2,System Admin,66.0,98.0,91.0,1.0,319.0,8.379999999999999,,Unemployed,,77629.0,Medium
11279,27.5,Bachelor,,Business Analyst,101.5,75.0,,,392.5,39.84,51.05,Student,Education,89331.0,Low
11280,57.5,Bachelor,6.699999999999999,Business Analyst,86.0,46.0,71.0,0.0,,90.15,79.62,Unemployed,,114268.0,Medium
11282,45.5,PhD,1.0,ML Engineer,63.0,60.5,81.0,0.0,16.0,,46.97,Employed,,,Medium
11283,44.0,PhD,8.5,Software Engineer,86.5,93.0,,,,85.65,90.15,Employed,Manufacturing,29763.0,Medium
11284,46.0,Master,,System Admin,84.0,75.0,,6.0,49.0,94.31,53.26,Student,,62242.0,Medium
11286,18.0,High School,4.9,,75.0,,48.0,1.0,225.0,,48.41,Student,Education,71672.0,Low
11287,45.0,High School,,,,41.0,44.0,,167.0,,43.28,Employed,Healthcare,83602.0,Low
11288,,Diploma,2.9,Data Analyst,,61.0,99.0,,,24.8,,Employed,,130424.0,Low
11289,37.5,High School,0.2,Cloud Engineer,86.0,52.0,46.0,3.5,216.0,88.89,0.34,,IT,133120.0,High
11290,53.5,High School,4.0,System Admin,86.0,77.5,50.0,3.0,151.0,37.05,,Student,,123487.0,High
11291,49.0,Bachelor,6.3,Software Engineer,78.0,96.0,82.0,5.0,61.0,83.15,80.22,Unemployed,Retail,134688.0,Medium
11292,46.0,,0.0,Business Analyst,71.5,73.0,71.0,3.0,186.0,41.68,82.58,,IT,31576.0,High
11293,42.0,Master,0.1,,,95.5,67.0,1.0,81.0,24.99,0.78,Unemployed,Finance,,High
11294,43.0,PhD,11.9,Software Engineer,,95.0,58.0,5.5,187.0,89.09,46.93,Unemployed,,42877.0,Medium
11295,56.0,Diploma,5.7,Cloud Engineer,93.0,52.0,93.5,,243.0,46.38,22.11,Unemployed,Retail,76774.0,Low
11296,25.0,High School,,Data Analyst,,58.0,,9.5,241.0,,73.19,Student,Healthcare,28875.0,High
11297,36.0,,0.1,System Admin,82.0,62.0,60.0,0.0,,,53.79,Unemployed,IT,54499.0,Medium
11299,39.0,High School,6.9,,63.0,74.0,72.0,6.0,386.0,,3.75,Unemployed,,22391.0,High
11300,,,0.5,,89.0,,64.0,5.5,155.0,95.46,50.32,Unemployed,,27018.0,Low
11301,50.0,,,ML Engineer,46.0,80.0,41.0,4.0,260.5,95.42,70.28,Employed,,98833.0,Low
11303,52.0,High School,11.2,Data Analyst,73.0,95.0,55.0,2.0,316.0,12.3,36.56,,,140799.0,Low
11304,20.0,High School,2.0,Cybersecurity Analyst,96.0,48.5,82.0,4.0,467.0,12.34,6.55,Unemployed,Healthcare,87969.0,Low
11307,,Bachelor,3.5,Cloud Engineer,86.0,94.0,50.0,0.0,369.0,78.27,7.9,Student,,,Low
11308,,,1.7,Data Analyst,67.5,54.5,87.0,2.0,273.0,67.71,44.9,,IT,,Medium
11309,28.0,PhD,8.7,ML Engineer,59.0,64.0,61.0,,9.0,,57.12,Unemployed,,47294.0,Low
11310,43.0,Master,4.3,Cloud Engineer,52.0,,86.0,4.0,430.0,57.66,78.69,Student,Manufacturing,80215.0,Medium
11311,41.0,Master,1.5,ML Engineer,,44.0,73.0,7.0,23.0,,78.76,Student,Healthcare,111374.0,High
11312,30.0,Bachelor,6.9,,91.0,47.5,40.0,7.0,,58.65,22.76,Student,Retail,59964.0,Low
11313,49.0,,11.0,Cybersecurity Analyst,,,82.0,6.0,,75.06,19.46,Employed,Finance,140692.0,High
11314,,Master,,Cybersecurity Analyst,82.0,47.0,60.0,1.0,,55.21,61.16,Student,Education,143296.0,Medium
11316,32.5,,2.1,,68.0,77.0,99.0,0.0,229.0,74.27,14.57,Unemployed,,126609.0,Medium
11317,26.0,Diploma,8.7,,68.0,78.0,,4.0,,46.12,21.59,Employed,IT,109207.0,Low
11318,51.0,,,Data Analyst,53.0,43.0,43.0,1.0,,66.65,24.17,Unemployed,Healthcare,68313.0,High
11320,24.0,Bachelor,2.4,System Admin,81.0,69.0,47.0,,,,5.76,Student,IT,120806.0,High
11321,18.0,Bachelor,7.0,Data Analyst,75.0,48.0,77.0,,31.0,77.14,8.59,Employed,,33387.0,High
11322,29.0,PhD,15.6,System Admin,66.0,84.0,64.0,1.0,,50.96,97.06,,Manufacturing,30193.0,High
11323,38.0,High School,0.4,ML Engineer,98.0,92.0,69.0,3.0,455.0,4.15,59.51,Unemployed,Education,141858.0,Low
11325,31.0,Diploma,1.0,ML Engineer,76.0,59.0,92.0,5.0,404.0,96.67,49.26,Employed,Healthcare,39049.0,Low
11326,,,1.6,ML Engineer,82.5,44.0,58.0,1.0,383.5,6.61,67.87,Unemployed,Healthcare,123250.0,Low
11327,51.0,,5.1,Cybersecurity Analyst,83.0,55.0,48.0,3.0,413.0,93.82,,,Retail,67790.0,High
11328,42.0,PhD,,,72.0,55.0,61.0,5.0,15.0,80.52,75.15,Student,Manufacturing,97638.0,High
11329,,Master,12.1,Cybersecurity Analyst,67.0,59.0,53.0,,170.0,87.74,41.53,Student,Education,24378.0,Medium
11330,43.0,High School,1.5,Data Analyst,66.0,,55.0,2.5,341.5,99.75,36.89,Unemployed,Healthcare,,Low
11331,33.0,PhD,0.1,Data Analyst,52.0,57.0,74.0,4.0,56.0,,50.06,Employed,Manufacturing,149641.0,Medium
11332,27.0,PhD,4.6,,78.0,68.0,40.0,7.5,,21.38,70.66,Student,Manufacturing,20800.0,High
11333,,,3.8,Software Engineer,64.0,96.0,45.0,5.5,498.0,62.51,,Employed,IT,144282.0,Low
11334,52.0,Bachelor,3.1,Software Engineer,98.0,67.0,93.0,2.0,459.0,,70.16,Employed,Healthcare,79344.0,Medium
11335,,Master,,Cybersecurity Analyst,91.0,64.0,,0.0,248.0,,83.42,,,58245.0,Medium
11336,23.0,Bachelor,7.0,,94.0,69.5,95.0,,179.0,72.49,81.4,Student,Retail,85962.0,Medium
11337,36.0,Diploma,,,96.0,60.5,87.0,1.0,228.5,52.97,75.61,Unemployed,IT,89928.0,Medium
11338,,,0.9,Software Engineer,85.0,57.0,68.0,6.5,190.0,68.39,17.28,Employed,Manufacturing,91424.0,High
11339,,Bachelor,,Business Analyst,94.5,83.0,,2.0,77.0,95.6,28.12,Student,Finance,47046.0,Medium
11342,55.0,Bachelor,,Cybersecurity Analyst,,48.0,99.5,,31.0,24.26,74.19,Employed,Finance,111560.0,Low
11343,46.0,Master,0.7,Cloud Engineer,91.0,91.0,65.0,6.0,377.0,12.58,58.53,Employed,Retail,27045.0,Medium
11344,,,,Cybersecurity Analyst,48.0,55.0,41.0,7.0,,,59.54,,,138794.0,High
11345,40.0,PhD,,ML Engineer,,69.0,93.0,,,52.39,94.62,Student,IT,23508.0,Low
11348,36.0,,7.1,Data Analyst,41.0,69.0,68.0,3.0,442.0,75.36,74.49,,,72381.0,Low
11349,45.0,Diploma,0.9,Data Analyst,69.0,45.0,41.0,6.0,463.0,34.28,18.4,Unemployed,Manufacturing,96041.0,High
11350,43.0,High School,,Cloud Engineer,56.0,96.0,87.0,0.0,440.0,12.48,77.07,Student,Manufacturing,,High
11351,27.0,Diploma,5.7,Data Analyst,80.0,,46.0,7.0,461.5,16.63,35.63,Unemployed,Education,145703.0,High
11352,21.0,Bachelor,2.8,Cloud Engineer,,59.0,91.0,,197.0,57.39,,Employed,Finance,57530.0,Medium
11353,19.0,Bachelor,10.7,Cybersecurity Analyst,,59.0,82.0,9.5,32.0,58.53,60.1,Unemployed,Finance,52107.0,High
11354,20.0,Bachelor,,Cloud Engineer,87.5,,74.0,3.0,439.0,33.54,18.53,Employed,,113679.0,High
11355,,,5.699999999999999,,78.5,80.0,48.0,6.0,462.5,,48.71,Unemployed,IT,128713.0,Medium
11356,33.0,High School,4.6,Business Analyst,99.0,,78.0,,,,88.45,Student,Retail,132864.0,Medium
11357,48.0,High School,7.1,Cloud Engineer,87.0,70.0,56.0,1.0,382.0,42.52,10.9,Unemployed,Manufacturing,124273.0,High
11359,36.0,PhD,,Business Analyst,63.0,76.0,,,363.0,2.68,9.17,Employed,,,High
11360,45.0,Master,3.0,System Admin,,,,0.0,181.0,,74.42,Student,Education,115665.0,High
11361,,Bachelor,2.7,,63.0,98.0,62.0,0.0,436.0,64.03,28.48,Employed,Finance,,High
11363,36.0,Bachelor,,Data Analyst,51.0,87.0,56.0,2.0,464.0,27.21,21.9,Employed,Education,,Medium
11364,54.0,Bachelor,0.9,ML Engineer,68.0,,78.0,4.0,423.0,,44.65,Student,Finance,77823.0,Medium
11365,42.5,Bachelor,7.0,,43.0,67.0,,,426.0,79.95,26.54,Student,Retail,127634.0,High
11366,37.0,High School,2.4,ML Engineer,78.0,92.0,96.0,1.0,243.0,12.19,20.27,,,126289.0,Low
11367,30.0,PhD,5.2,,44.0,,42.0,3.0,321.0,79.24,80.32,,Manufacturing,,Medium
11368,30.0,Bachelor,22.2,Business Analyst,81.0,95.0,82.0,,214.0,0.59,92.74,Student,Manufacturing,74467.0,Low
11369,,Bachelor,3.2,Software Engineer,84.0,53.0,50.0,0.0,411.0,66.51,68.76,Student,Manufacturing,,Low
11370,,Bachelor,8.7,Business Analyst,,,,4.0,265.0,6.98,,Student,IT,49900.0,Low
11371,34.0,Diploma,0.4,Business Analyst,,48.0,40.0,,,,8.17,Employed,Retail,,High
11372,45.0,Bachelor,4.0,,64.0,,67.0,7.0,,76.33,46.75,Student,,88649.0,Low
11373,36.0,High School,,Data Analyst,48.5,63.0,,7.0,372.0,,96.47,Unemployed,,55956.0,Medium
11374,21.0,High School,8.5,Data Analyst,73.5,75.0,60.0,6.5,478.5,90.34,,Unemployed,,46072.0,Medium
11375,39.0,Master,0.2,Software Engineer,,71.0,40.0,7.0,264.0,,60.89,,Education,,High
11376,39.0,,3.0,Cybersecurity Analyst,84.0,59.0,67.0,4.0,47.0,16.61,57.22,Student,IT,,Medium
11378,,PhD,9.3,Business Analyst,61.0,92.0,,,370.5,71.21,,Unemployed,Finance,23063.0,High
11379,51.0,Diploma,2.4,Software Engineer,44.0,66.0,87.0,2.0,39.0,90.37,29.85,Student,IT,38163.0,Medium
11380,50.0,High School,1.9,Business Analyst,66.0,98.0,46.0,3.0,97.0,,,Unemployed,Finance,60949.0,Low
11381,61.5,Bachelor,,Cloud Engineer,,86.0,67.0,1.0,357.0,5.34,14.34,Unemployed,,41738.0,Medium
11382,57.0,,2.9,Business Analyst,41.0,,55.0,1.0,275.5,56.98,1.77,Employed,IT,24488.0,Medium
11383,50.0,Bachelor,4.0,Business Analyst,78.0,,97.0,,115.0,12.15,83.92,Unemployed,Finance,23464.0,Medium
11384,29.0,Master,,Software Engineer,97.0,,,4.0,,4.05,38.19,Unemployed,Manufacturing,107720.0,Low
11386,47.5,Diploma,7.3,Cloud Engineer,59.0,96.0,48.0,7.0,,49.08,77.67,Employed,Education,,Low
11387,,PhD,21.2,ML Engineer,68.0,53.0,40.0,6.0,404.0,58.99,,,Healthcare,57788.0,High
11388,39.0,Master,5.4,Cybersecurity Analyst,66.0,72.0,43.5,7.0,,,80.29,Student,Manufacturing,136441.0,High
11389,34.0,Bachelor,,,87.0,93.0,60.0,2.0,66.0,71.58,92.61,Unemployed,Education,139383.0,High
11390,43.0,High School,3.0,Data Analyst,54.0,47.0,58.0,4.0,83.0,30.7,50.72,,Retail,86946.0,Medium
11391,20.0,High School,4.6,,60.0,80.5,,1.0,37.0,17.71,8.72,Student,,148648.0,High
11394,37.0,Master,,Business Analyst,79.0,,,8.5,172.0,79.23,95.45,Unemployed,IT,135016.0,High
11395,29.0,High School,5.5,ML Engineer,83.0,40.0,89.0,7.0,305.0,57.93,56.49,,Education,117223.0,Medium
11396,52.0,,,,92.5,,,5.0,251.0,62.85,,,Finance,79558.0,Medium
11398,45.0,Diploma,16.0,Software Engineer,41.0,44.5,51.0,0.0,450.0,80.36,99.13,,,63789.0,High
11399,58.0,,1.5,Business Analyst,57.0,89.0,60.5,6.0,53.0,38.28,83.33,Student,Healthcare,35317.0,Low
11400,27.0,Master,3.6,ML Engineer,85.0,,47.0,3.0,265.0,33.08,,,IT,128918.0,High
11403,,Master,0.4,,59.0,80.0,55.0,0.0,42.0,44.33,94.88,Student,Healthcare,100683.0,Medium
11404,41.5,Diploma,6.9,System Admin,,74.5,43.0,3.0,232.0,96.52,100.93,Unemployed,Education,107604.0,Low
11405,54.0,Diploma,,Software Engineer,64.5,89.0,63.0,0.0,134.0,55.85,70.37,,,105151.0,Low
11406,30.0,Bachelor,,Business Analyst,83.0,,,0.0,431.0,59.66,31.66,Employed,Manufacturing,,Low
11407,44.0,Diploma,0.2,ML Engineer,78.0,67.0,89.0,1.0,143.0,,16.24,Student,Manufacturing,37568.0,High
11408,32.0,Master,,,83.0,97.0,68.0,7.0,37.0,77.92,83.35,Student,IT,39680.0,Low
11409,39.0,Master,6.4,Software Engineer,49.0,61.0,76.0,7.0,384.0,,13.72,,Retail,,Low
11410,47.0,High School,,Cloud Engineer,87.0,73.0,80.0,6.0,225.0,30.61,57.78,Student,,76296.0,Low
11411,,PhD,,System Admin,88.0,,51.0,,313.0,43.47,94.39,Student,Healthcare,60057.0,Low
11412,54.0,Diploma,0.3,Data Analyst,79.0,75.5,,,432.0,,61.49,Unemployed,,58508.0,High
11413,51.0,Diploma,11.0,Cloud Engineer,84.0,,87.0,6.0,215.0,13.31,,Student,Education,40392.0,Medium
11415,52.0,Diploma,27.3,,61.0,61.0,96.0,9.5,198.5,73.99,16.94,Unemployed,Retail,,Low
11416,,Master,0.6,,62.0,64.0,52.5,2.0,,81.92,,Student,IT,93535.0,High
11417,36.0,High School,,,51.0,,,2.0,93.0,72.91,39.39,,Education,76207.0,Medium
11419,,High School,,System Admin,82.0,44.0,,2.0,381.0,31.17,81.51,Employed,Healthcare,67312.0,Medium
11420,50.0,,,,,93.0,65.0,2.0,174.0,56.28,39.16,Unemployed,Retail,,Medium
11421,45.0,PhD,1.4,Software Engineer,52.0,86.0,98.0,0.0,466.0,42.34,23.2,Student,Healthcare,59878.0,Low
11422,54.0,Master,4.9,Cybersecurity Analyst,,,77.0,,136.0,0.47,60.12,Unemployed,Retail,80905.0,High
11423,42.0,High School,2.6,Software Engineer,44.5,84.0,94.0,3.0,371.0,63.77,36.18,Unemployed,Education,36898.0,High
11424,53.0,,0.5,System Admin,46.0,51.0,70.0,4.0,219.0,18.12,15.42,,IT,56917.0,Low
11425,34.0,PhD,,Business Analyst,80.0,93.0,93.5,3.0,197.5,44.84,,Unemployed,Education,24503.0,Medium
11427,,PhD,8.8,Software Engineer,89.0,86.0,88.0,2.0,55.0,,62.27,,Manufacturing,52568.0,High
11429,48.0,,18.6,,,46.0,,5.0,95.0,78.44,73.4,Unemployed,Manufacturing,120450.0,Medium
11430,,,8.0,,,84.0,90.0,7.0,493.0,88.97,75.97,Student,,53278.0,Low
11431,49.5,PhD,2.9,,54.0,43.0,86.0,0.0,455.0,3.51,,Employed,Finance,126881.0,Medium
11432,29.0,Bachelor,0.5,Software Engineer,62.0,85.0,47.0,1.0,116.0,51.65,,Unemployed,IT,121655.0,Medium
11433,,High School,1.5,System Admin,,59.0,72.5,,399.0,74.78,68.83,Employed,Healthcare,115862.0,High
11434,41.0,Master,7.4,Cybersecurity Analyst,87.0,98.0,,,196.0,,,Unemployed,Finance,107516.0,High
11435,41.0,Master,10.6,Cybersecurity Analyst,67.0,72.0,46.0,5.0,14.0,32.21,,Employed,Healthcare,115384.0,High
11436,28.0,Bachelor,,Data Analyst,54.0,84.0,86.0,5.0,460.0,,64.39,,IT,93190.0,Medium
11437,30.0,Diploma,,Data Analyst,86.0,45.0,57.0,4.0,308.5,58.13,36.55,Student,Education,41554.0,Low
11438,,High School,2.2,Data Analyst,68.0,,99.5,,355.0,90.64,84.33,Unemployed,Manufacturing,71954.0,Low
11439,25.0,High School,2.2,Cloud Engineer,93.0,62.0,58.0,3.0,290.5,80.0,98.41,Student,Healthcare,84444.0,Low
11440,29.5,High School,3.4,,49.0,,50.0,,39.0,70.02,49.38,Unemployed,Manufacturing,70449.0,High
11441,25.0,High School,6.5,Data Analyst,89.0,86.0,54.0,2.0,207.0,,90.68,,Healthcare,36467.0,High
11442,37.0,Bachelor,0.9,Cybersecurity Analyst,48.0,83.0,48.5,0.0,298.0,60.15,52.69,Student,Healthcare,69243.0,Low
11443,25.0,Master,0.1,,74.5,57.0,80.0,6.5,86.0,91.73,,Student,Healthcare,,Medium
11444,26.0,,2.9000000000000004,Software Engineer,63.0,66.0,66.0,,117.0,47.18,67.36,Employed,IT,109358.0,High
11445,24.0,Diploma,5.5,ML Engineer,79.0,67.0,50.0,,373.0,17.31,67.12,Student,Retail,49537.0,Low
11446,31.0,Diploma,9.4,Software Engineer,,53.5,85.0,5.0,35.0,89.11,23.25,Student,Finance,103579.0,Medium
11448,19.0,Bachelor,4.6,,,93.0,95.0,,95.0,22.81,,Employed,Education,31741.0,Medium
11451,38.0,High School,7.0,Data Analyst,83.0,43.5,76.0,,376.0,43.22,,,Healthcare,113651.0,Low
11452,45.0,Master,0.5,Software Engineer,44.0,48.0,56.0,6.0,489.0,78.24,91.43,,Manufacturing,,High
11453,52.0,Diploma,8.8,Software Engineer,,48.0,,2.0,417.0,29.2,,,,105779.0,Medium
11454,40.0,Bachelor,7.6,,,66.0,64.0,,445.0,,,Unemployed,Finance,59651.0,Low
11456,19.0,High School,5.8,Cybersecurity Analyst,75.0,59.0,56.0,6.0,229.0,,65.36,,,20033.0,Medium
11458,53.0,Bachelor,,,,57.0,85.0,3.0,316.0,19.05,15.76,Unemployed,,100163.0,High
11459,20.0,Master,0.9,Cybersecurity Analyst,94.0,85.0,82.0,4.0,282.0,13.8,23.43,Unemployed,,137321.0,High
11460,22.0,High School,,Business Analyst,71.0,,68.0,5.0,164.0,,62.65,Unemployed,Healthcare,70465.0,Low
11461,20.0,Bachelor,4.1,,57.0,,,3.0,302.0,52.72,92.91,Employed,Retail,64351.0,Low
11462,,Master,9.1,Software Engineer,66.0,83.0,61.0,6.0,443.0,86.42,26.19,,Healthcare,86674.0,Medium
11463,19.0,High School,1.3,Business Analyst,82.0,52.0,,2.0,,34.28,93.31,Unemployed,,133046.0,High
11466,31.0,Diploma,20.8,Business Analyst,63.0,76.0,64.0,,13.0,,,Student,Finance,68297.0,High
11467,45.0,,13.2,System Admin,42.0,84.0,44.0,2.0,8.5,8.92,89.35,Employed,Finance,108488.0,Low
11468,,High School,5.3,,51.0,,,,42.0,17.21,5.52,,Education,83914.0,High
11469,,Master,8.7,ML Engineer,97.0,80.0,45.0,5.0,298.0,34.34,81.3,Unemployed,Retail,,High
11470,,Diploma,6.3,Software Engineer,73.0,93.0,97.0,0.0,131.0,50.29,52.97,Unemployed,,31740.0,Medium
11471,53.0,Bachelor,9.4,Cybersecurity Analyst,,57.0,84.0,2.0,337.5,68.08,,Student,Finance,121428.0,Low
11472,,Master,13.7,Data Analyst,93.0,48.0,95.5,2.0,356.0,,72.89,Student,Manufacturing,132992.0,High
11473,44.5,Diploma,,System Admin,59.0,56.0,,2.0,10.0,90.22,97.41,Unemployed,Finance,147926.0,High
11475,,PhD,,ML Engineer,,64.0,,6.0,231.0,58.11,12.46,Unemployed,IT,90558.0,Low
11476,47.0,Diploma,2.6,Data Analyst,77.0,63.0,85.0,4.0,337.5,,15.53,Student,,136519.0,High
11477,38.0,High School,1.1,Software Engineer,101.5,63.0,67.0,2.0,382.0,32.62,94.85,Student,Education,128804.0,Low
11478,,PhD,1.3,Software Engineer,40.0,70.0,90.0,2.0,346.0,86.02,15.57,Student,Education,,Low
11479,45.0,PhD,3.1,,70.5,45.0,56.0,4.0,69.0,,,Unemployed,Finance,,Low
11480,,Bachelor,1.5,Cloud Engineer,46.0,88.0,94.0,3.0,28.5,22.19,46.34,Student,IT,,Low
11481,43.0,,3.2,System Admin,74.0,74.0,49.5,7.0,454.5,30.97,27.9,Unemployed,Education,77454.0,Medium
11483,,,4.4,System Admin,,87.0,93.0,7.0,429.0,80.62,27.35,Unemployed,Manufacturing,,High
11484,,High School,17.2,ML Engineer,91.5,86.0,,9.5,2.0,80.39,62.35,Student,,36466.0,Medium
11485,54.0,PhD,,,51.0,57.0,69.0,,199.0,,32.3,,Finance,120362.0,Low
11486,30.0,Bachelor,7.4,,61.0,,,2.0,255.0,79.09,19.99,,Manufacturing,50280.0,Medium
11489,,High School,1.0,Data Analyst,67.0,46.0,99.5,7.0,63.0,92.42,,Unemployed,Finance,37179.0,Low
11490,38.0,,,Data Analyst,57.0,80.0,,5.0,320.0,78.15,8.5,Employed,Education,146784.0,Low
11491,48.0,Diploma,10.5,ML Engineer,,47.0,58.0,,450.5,,99.74,Employed,Finance,102400.0,Low
11492,,High School,0.8,,,52.0,,0.0,233.0,85.94,,Student,Education,,High
11493,39.0,Bachelor,,,89.0,83.0,73.0,1.0,360.0,65.24,14.36,,,,Low
11494,29.0,High School,9.6,System Admin,81.5,90.0,73.0,0.0,93.0,24.65,,Unemployed,,117038.0,High
11495,,Master,4.0,Cloud Engineer,72.5,80.0,,0.0,492.0,,,Student,IT,,Medium
11496,33.0,Diploma,5.7,Software Engineer,,88.0,90.0,3.0,434.0,45.2,75.49,,Retail,119903.0,Medium
11497,43.0,High School,,Software Engineer,59.0,,83.0,5.0,277.0,41.99,82.03,Student,Manufacturing,28547.0,Medium
11498,22.0,Master,2.1,ML Engineer,85.5,54.0,78.0,7.0,264.0,80.43,,Employed,Retail,127818.0,High
11499,26.0,Bachelor,,ML Engineer,77.0,,67.0,,21.0,22.62,63.35,Unemployed,Manufacturing,149189.0,Medium
11500,,,7.5,ML Engineer,57.0,,47.0,5.0,16.0,,85.08,Student,,86625.0,High
11501,31.0,Diploma,0.1,System Admin,46.0,85.0,78.0,4.0,370.0,85.75,24.11,,,88254.0,High
11502,,Bachelor,6.4,ML Engineer,87.0,,49.0,5.0,256.0,17.85,54.02,Unemployed,Healthcare,21207.0,High
11505,46.0,,18.7,,,81.0,79.0,,167.0,54.16,,Unemployed,IT,,Medium
11506,36.0,High School,7.3,Cybersecurity Analyst,64.0,68.5,51.0,1.0,,51.32,,Student,Finance,,Low
11508,40.0,Bachelor,7.1,,48.0,,56.0,6.5,,61.13,70.03,,Retail,96762.0,Medium
