ID,Age,Education_Level,Years_of_Experience,Current_or_Target_Role,Technical_Skill_Score,Soft_Skill_Score,Domain_Knowledge_Score,Certification_Count,Training_Hours_Last_Year,Skill_Gap_Score,Readiness_Score,Employment_Status,Industry,Annual_Salary_USD,Career_Readiness_Level
1924,24-29,amolpiD,MISSING,Q3liZXJzZWN1cml0eSBBbmFseXN0,74,53-58,73,3,"{""v"": 143}",0.52-5.52,MISSING,RW1wbG95ZWQ=,RWR1Y2F0aW9u,55503 USD,SGlnaA==
0x785,42,High School,9.1-14.1,?,,60,Val_48,7,245,?,34.1,Employed,MISSING,71240,NULL
0x786,"{""v"": 38}",PhD,Val_2.4,QnVzaW5lc3MgQW5hbHlzdA==,76,"{""v"": 63}",MISSING,?,NULL,?,20.97,Unemployed,erachtlaeH,55943 USD,muideM
0x787,Val_32,nan,Val_1.3,Software Engineer,MISSING,61,52,1,Val_40,Val_24.39,35.13,Unemployed,Healthcare,97628 USD,Low
1928,18,QmFjaGVsb3I=,MISSING,Cloud Engineer,nan,59-64,40,0,400,26.49-31.49,98.41,Employed,RWR1Y2F0aW9u,67927,High
1929,29-34,NULL,6.5,reenignE duolC,MISSING,50,76,"{""v"": 2}",197-202,75.66,Val_76.76,Unemployed,TWFudWZhY3R1cmluZw==,NULL,Low
1930,24,NULL,Val_11.0,RGF0YSBBbmFseXN0,nan,79,96,6,nan,?,,Employed,TWFudWZhY3R1cmluZw==,148343,Medium
1931,32,?,0.3,Q3liZXJzZWN1cml0eSBBbmFseXN0,?,83,"{""v"": 51}",6,NULL,72.07-77.07,71.65-76.65,Employed,Retail,$116740,High
1932,38,RGlwbG9tYQ==,,Q2xvdWQgRW5naW5lZXI=,66,80-85,NULL,nan,213,nan,43.47-48.47,nan,?,130534,Low
1933,36-41,UGhE,NULL,tsylanA ssenisuB,52,71,Val_71,Val_7,40,?,?,Student,Education,39596 USD,High
1934,46,RGlwbG9tYQ==,"{""v"": 1.2}",MISSING,80,nan,89-94,nan,428,Val_9.64,21.81-26.81,deyolpmenU,IT,$112056,TG93
1935,nan,High School,MISSING,?,60,46,59-64,3,295,nan,MISSING,deyolpmenU,Retail,54320,Medium
1936,50,UGhE,,ML Engineer,89,MISSING,44,0,13,nan,12.16,deyolpmenU,gnirutcafunaM,76704,TG93
1937,49,Diploma,NULL,Cloud Engineer,41,85,Val_83,Val_6,18,3.95,34.66,Unemployed,IT,55902,hgiH
1938,52,retsaM,1.1,Data Analyst,Val_46,44,Val_89,3,3,95.58,"{""v"": 30.51}",Employed,liateR,143581,MISSING
0x793,MISSING,High School,2.6,U3lzdGVtIEFkbWlu,96,?,NULL,,231,28.77,63.88,MISSING,Finance,$38478,
1940,43,amolpiD,8.1,U3lzdGVtIEFkbWlu,nan,50,92,?,Val_196,23.76,94.01,Unemployed,nan,MISSING,Low
0x795,28,PhD,Val_0.6,Software Engineer,nan,NULL,43,0,315,,"{""v"": 38.87}",deyolpmenU,IT,63372,woL
1942,52,UGhE,4.8-9.8,Q2xvdWQgRW5naW5lZXI=,73,81,68,4,400,18.89-23.89,"{""v"": 41.5}",U3R1ZGVudA==,IT,79691,Low
1943,25,rolehcaB,14.1,nan,83,81,49,2,385-390,,93.87,Student,Retail,86412,TG93
1944,31,PhD,3.0-8.0,,75,49,Val_48,?,108,24.92,75.74,VW5lbXBsb3llZA==,IT,51294,TWVkaXVt
0x799,27,PhD,1.4,Business Analyst,85,95,65-70,4,343-348,15.69,56.77,Student,Finance,70080 USD,High
1946,Val_19,nan,14.3,Cybersecurity Analyst,43,83,"{""v"": 41}",Val_1,10,88.77,64.43,,Education,$118728,Medium
1947,"{""v"": 26}",UGhE,0.3,Software Engineer,80,76,42,2,?,Val_32.69,"{""v"": 52.88}",RW1wbG95ZWQ=,Finance,30886,TG93
1948,Val_20,rolehcaB,"{""v"": 1.9}",nan,69,72,?,MISSING,472,MISSING,77.05,Student,NULL,$21309,SGlnaA==
1949,38-43,DhP,8.5-13.5,RGF0YSBBbmFseXN0,78-83,Val_67,42,5,?,97.44,14.19-19.189999999999998,Unemployed,,56118,NULL
0x79e,43,?,0.8,Q2xvdWQgRW5naW5lZXI=,84,?,Val_92,,?,62.06-67.06,42.67,U3R1ZGVudA==,?,$54131,woL
1951,25,Master,0.4,U29mdHdhcmUgRW5naW5lZXI=,63,75,60,Val_6,411,"{""v"": 50.4}",90.28,MISSING,RmluYW5jZQ==,133165,High
0x7a0,?,Bachelor,3.1,Q3liZXJzZWN1cml0eSBBbmFseXN0,72,,71,4,43,67.04,Val_3.87,Student,MISSING,47939,?
1953,23,High School,,U29mdHdhcmUgRW5naW5lZXI=,62,96,48,1-6,245,36.13,MISSING,Unemployed,IT,51462,Low
1954,45,Diploma,8.0,Data Analyst,Val_98,68,49-54,3,Val_262,79.55,90.34,Unemployed,MISSING,62693,MISSING
1955,46,Diploma,?,?,?,77,Val_61,Val_1,448,48.57,"{""v"": 32.2}",Unemployed,RWR1Y2F0aW9u,90135,?
0x7a4,43,Master,5.5,nan,51,46,"{""v"": 64}",1,NULL,16.05,12.4,Employed,?,50007,Medium
1957,42,High School,,Cloud Engineer,Val_63,83,42,,371,81.23-86.23,86.52,Employed,,97756 USD,TWVkaXVt
1958,29-34,NULL,4.5,Q2xvdWQgRW5naW5lZXI=,60-65,51,64,7-12,307,33.68,92.96,VW5lbXBsb3llZA==,NULL,,Medium
1959,"{""v"": 22}",?,3.6-8.6,U3lzdGVtIEFkbWlu,Val_75,Val_64,?,?,368,62.18,nan,Student,Finance,84607,SGlnaA==
1960,?,DhP,0.7,TUwgRW5naW5lZXI=,96,Val_73,Val_68,5,229,34.58,11.25,U3R1ZGVudA==,Education,101658 USD,Medium
1961,54,UGhE,Val_0.3,MISSING,"{""v"": 44}",43-48,nan,"{""v"": 3}",Val_3,30.26,81.51,Unemployed,Finance,82308,Low
1962,32,?,3.9-8.9,?,82,?,86,Val_2,306,0.49,13.21,deyolpmenU,?,123283 USD,TG93
1963,nan,RGlwbG9tYQ==,5.2,System Admin,88,NULL,69-74,"{""v"": 3}",84,nan,87.52,Unemployed,IT,69831 USD,Medium
0x7ac,32-37,Bachelor,6.5,Data Analyst,76-81,Val_93,65,1,48,5.19,NULL,Student,Manufacturing,$129676,Medium
1965,NULL,PhD,6.4,Cloud Engineer,94,70,46,7,456-461,71.77,"{""v"": 82.34}",Unemployed,,106542,High
1966,23-28,SGlnaCBTY2hvb2w=,6.7,System Admin,85,63,69,6,nan,,38.12,MISSING,RmluYW5jZQ==,,Low
0x7af,?,SGlnaCBTY2hvb2w=,MISSING,System Admin,NULL,55,49,4,493,2.35,96.68,RW1wbG95ZWQ=,TWFudWZhY3R1cmluZw==,31288,High
1968,40,Diploma,"{""v"": 1.3}",System Admin,NULL,53,Val_76,4,NULL,71.16,Val_36.44,Student,SVQ=,$136660,SGlnaA==
0x7b1,33,SGlnaCBTY2hvb2w=,6.5,nan,nan,81,nan,Val_3,MISSING,20.05,Val_11.69,Student,Healthcare,93911,muideM
0x7b2,32,High School,0.7,NULL,"{""v"": 60}",78,"{""v"": 83}",Val_1,405,47.47,,Employed,Manufacturing,96191 USD,Low
0x7b3,MISSING,MISSING,1.0,Q3liZXJzZWN1cml0eSBBbmFseXN0,44,"{""v"": 70}",Val_90,3,476,61.19-66.19,Val_62.83,U3R1ZGVudA==,NULL,90690,Low
1972,53,PhD,5.4,MISSING,NULL,53,78,5,416,3.05,2.02-7.02,RW1wbG95ZWQ=,NULL,143542,SGlnaA==
1973,28,?,MISSING,Cybersecurity Analyst,92,57,Val_74,0,MISSING,83.37,62.91,Unemployed,MISSING,106091,woL
0x7b6,"{""v"": 32}",retsaM,?,,44,"{""v"": 80}",98-103,1,Val_28,Val_41.95,70.6,U3R1ZGVudA==,nan,78995,nan
1975,21,PhD,MISSING,RGF0YSBBbmFseXN0,,88,42,"{""v"": 7}",308,13.27,9.76,,Manufacturing,146496,High
1976,38,Master,1.0,?,59,93,,7,61,44.79,2.73,U3R1ZGVudA==,UmV0YWls,23429,woL
0x7b9,Val_30,NULL,nan,?,98,41,Val_76,5,102,"{""v"": 55.96}",MISSING,VW5lbXBsb3llZA==,Finance,29007,Low
1978,39-44,Master,MISSING,,61,75,82,1,Val_341,16.37,NULL,,RmluYW5jZQ==,66666,TG93
1979,36,RGlwbG9tYQ==,MISSING,MISSING,NULL,65,,Val_2,104,61.62-66.62,Val_59.1,Student,UmV0YWls,138378,High
0x7bc,Val_51,RGlwbG9tYQ==,4.3,Software Engineer,58,NULL,86,1-6,417,nan,73.45-78.45,Employed,Education,90043,TG93
0x7bd,31,rolehcaB,0.5,MISSING,42,61,60,7,Val_206,33.14,75.54,nan,RWR1Y2F0aW9u,139257 USD,nan
1982,21,High School,NULL,reenignE duolC,81,"{""v"": 84}",82,7,430,41.15,MISSING,Employed,Education,$60318,?
1983,44,RGlwbG9tYQ==,,reenignE LM,52,nan,MISSING,Val_7,Val_158,53.9,64.9,RW1wbG95ZWQ=,TWFudWZhY3R1cmluZw==,20222,Medium
1984,"{""v"": 46}",PhD,4.9,System Admin,67,87,79,1,?,,48.76,Unemployed,SGVhbHRoY2FyZQ==,121797,Low
1985,,,5.4,Data Analyst,77-82,79,89-94,nan,352-357,43.95,66.83,Employed,Finance,21572,SGlnaA==
1986,52,UGhE,1.2,Q2xvdWQgRW5naW5lZXI=,nan,47-52,75,7,NULL,30.23,"{""v"": 21.82}",Student,Healthcare,$54050,
0x7c3,?,SGlnaCBTY2hvb2w=,Val_15.9,Business Analyst,79,Val_83,nan,4,79,70.21,MISSING,Employed,IT,95090,TWVkaXVt
1988,,Bachelor,"{""v"": 1.2}",,,54,97,5,Val_297,,MISSING,Student,TWFudWZhY3R1cmluZw==,52842,Medium
1989,59,nan,1.4,ML Engineer,48,60,Val_74,6,471,54.52,10.99,VW5lbXBsb3llZA==,IT,$50247,TWVkaXVt
1990,53,MISSING,?,Q2xvdWQgRW5naW5lZXI=,Val_97,83-88,82,5,"{""v"": 14}","{""v"": 2.79}",79.51,RW1wbG95ZWQ=,Manufacturing,128909,Medium
0x7c7,Val_47,Diploma,3.4,Data Analyst,87,"{""v"": 87}",58,3,364,Val_12.55,31.96,MISSING,Finance,83598 USD,SGlnaA==
1992,35-40,High School,0.2,U29mdHdhcmUgRW5naW5lZXI=,79,50,,0,MISSING,55.1,90.76,Student,NULL,45960,Low
1993,,nan,MISSING,,Val_76,65-70,58,5-10,Val_297,NULL,86.58,MISSING,Retail,?,High
1994,NULL,nan,,System Admin,NULL,62,95,MISSING,Val_207,85.1-90.1,44.2,Student,Healthcare,136126,Low
0x7cb,21-26,High School,0.3,Q3liZXJzZWN1cml0eSBBbmFseXN0,69,55,Val_59,2,373,MISSING,99.06,RW1wbG95ZWQ=,IT,$97180,High
1996,43-48,TWFzdGVy,3.5,RGF0YSBBbmFseXN0,68,84,51,7,93,16.36,29.58-34.58,RW1wbG95ZWQ=,Healthcare,78872,TG93
1997,42,SGlnaCBTY2hvb2w=,"{""v"": 0.2}",tsylanA ssenisuB,94,57,60,4,nan,19.18,48.37-53.37,?,Healthcare,nan,?
1998,47,retsaM,MISSING,Data Analyst,79,92,,Val_4,Val_213,77.83-82.83,71.55,NULL,MISSING,148172 USD,High
1999,"{""v"": 28}",Diploma,2.5,tsylanA ataD,Val_76,52,95,7,Val_406,28.53,NULL,Employed,liateR,141730 USD,nan
2000,MISSING,Master,4.6,Software Engineer,74,46,"{""v"": 53}",6,nan,5.77,38.57,Student,Retail,42420,Medium
2001,48,RGlwbG9tYQ==,nan,Cybersecurity Analyst,79-84,98-103,45,3,399,86.5-91.5,?,Employed,nan,129203,woL
0x7d2,MISSING,Bachelor,1.7,U29mdHdhcmUgRW5naW5lZXI=,62,89,42,?,231,53.02,24.3,tnedutS,Finance,73084,?
2003,56,Master,3.2,U3lzdGVtIEFkbWlu,,65,45,4,NULL,nan,34.29-39.29,Employed,?,136621,woL
2004,?,QmFjaGVsb3I=,15.4,Cybersecurity Analyst,92,83,79,4,NULL,NULL,Val_94.86,U3R1ZGVudA==,,84931,Low
0x7d5,?,,Val_2.5,tsylanA ssenisuB,62,84,"{""v"": 58}",MISSING,,23.37,1.33,Unemployed,Healthcare,$52021,Low
2006,MISSING,SGlnaCBTY2hvb2w=,6.2,Cloud Engineer,43,45-50,84-89,1,224,78.81,44.46,Unemployed,IT,135527,hgiH
2007,59,Bachelor,Val_1.6,tsylanA ssenisuB,nan,40,78,4,393,70.62-75.62,86.66,Employed,?,nan,Medium
2008,59,PhD,4.9,MISSING,40,NULL,68-73,"{""v"": 6}",Val_206,53.43,81.97,deyolpmE,ecnaniF,144909 USD,Medium
2009,53,UGhE,8.2,Business Analyst,58,59,94,6,Val_289,81.5-86.5,76.8,Employed,IT,$55746,woL
2010,Val_37,UGhE,"{""v"": 12.3}",ML Engineer,87,nan,70,5,398-403,nan,89.88,VW5lbXBsb3llZA==,NULL,138454,NULL
2011,,rolehcaB,13.9,MISSING,MISSING,59-64,Val_87,1-6,145,22.92,"{""v"": 79.47}",tnedutS,Education,$94596,High
2012,MISSING,Diploma,1.8,QnVzaW5lc3MgQW5hbHlzdA==,67,61,Val_42,5,94,Val_65.61,?,nan,SGVhbHRoY2FyZQ==,,nan
2013,18,MISSING,"{""v"": 1.1}",Data Analyst,49,Val_97,53,Val_5,279,nan,MISSING,Unemployed,Manufacturing,149252,woL
0x7de,NULL,High School,Val_8.4,Data Analyst,66-71,78,"{""v"": 80}",Val_2,493,?,?,?,Healthcare,102127,MISSING
2015,30,SGlnaCBTY2hvb2w=,5.0,Data Analyst,75,77,40,"{""v"": 1}",246,,76.5,Student,RmluYW5jZQ==,NULL,?
2016,NULL,Bachelor,2.7,ML Engineer,Val_80,NULL,47,4,NULL,"{""v"": 76.52}",68.21,VW5lbXBsb3llZA==,Education,51596,SGlnaA==
2017,38,UGhE,"{""v"": 0.2}",Cybersecurity Analyst,83,66-71,Val_61,3-8,47,?,60.32,RW1wbG95ZWQ=,MISSING,?,High
0x7e2,"{""v"": 39}",SGlnaCBTY2hvb2w=,1.8,RGF0YSBBbmFseXN0,59,,MISSING,"{""v"": 6}",23,Val_29.92,76.9,tnedutS,nan,?,Low
2019,45,NULL,0.6,,NULL,MISSING,77,7,Val_94,25.89,27.22,Employed,Healthcare,39672,
0x7e4,26,Diploma,3.4,TUwgRW5naW5lZXI=,,,41,6,209,62.37,42.79,Employed,SVQ=,66493,High
2021,43,High School,"{""v"": 8.8}",,62-67,99,,"{""v"": 7}",209,8.59,81.51,RW1wbG95ZWQ=,Manufacturing,74711,hgiH
2022,Val_26,High School,1.9,NULL,53,97-102,85,,155,23.73,41.54,Student,Manufacturing,26796,woL
0x7e7,32,retsaM,Val_2.2,TUwgRW5naW5lZXI=,?,45,97-102,Val_5,"{""v"": 42}",65.97,93.81,RW1wbG95ZWQ=,IT,83600,Medium
2024,27,High School,7.6-12.6,Data Analyst,45,67,,nan,402,18.39,74.83,Employed,Finance,nan,MISSING
2025,41,nan,3.0,System Admin,65,91,,5-10,407,14.99,15.77,Unemployed,Healthcare,$36104,TWVkaXVt
2026,59,PhD,Val_5.5,Business Analyst,"{""v"": 89}",64,?,0,382,97.23,97.22,Student,,126688,Low
2027,25,Diploma,"{""v"": 1.0}",NULL,?,?,43,Val_0,486,,87.69,,IT,139692,Medium
0x7ec,41,SGlnaCBTY2hvb2w=,1.4,Q3liZXJzZWN1cml0eSBBbmFseXN0,59,43,47,7,,?,Val_81.5,Student,Education,$35376,Medium
2029,33-38,Diploma,5.0,MISSING,NULL,NULL,56,0,479,3.54,46.43-51.43,,Manufacturing,$35383,SGlnaA==
0x7ee,MISSING,RGlwbG9tYQ==,Val_0.6,tsylanA ytirucesrebyC,52,89-94,?,,NULL,Val_88.96,"{""v"": 28.42}",Unemployed,RmluYW5jZQ==,103332,muideM
0x7ef,44,RGlwbG9tYQ==,?,QnVzaW5lc3MgQW5hbHlzdA==,"{""v"": 61}",72,Val_65,4,431,MISSING,91.86,U3R1ZGVudA==,RWR1Y2F0aW9u,NULL,TG93
0x7f0,54,Bachelor,1.9,,Val_86,41,87,7,259,"{""v"": 42.52}","{""v"": 5.79}",Unemployed,gnirutcafunaM,62623,MISSING
0x7f1,NULL,retsaM,1.0,Cloud Engineer,Val_96,44,55,Val_6,58,,?,Unemployed,nan,40585,Low
0x7f2,41,NULL,?,Business Analyst,Val_72,61,65,nan,"{""v"": 62}",6.4,73.29,Unemployed,RmluYW5jZQ==,129501,
0x7f3,Val_36,DhP,1.5,QnVzaW5lc3MgQW5hbHlzdA==,91,43,?,7,Val_26,?,2.58,Unemployed,Finance,113946,muideM
2036,53,High School,15.5,NULL,55,40,73,2,97,1.33,34.55,Unemployed,Education,?,Medium
2037,56,RGlwbG9tYQ==,9.4-14.4,Software Engineer,NULL,?,NULL,4,467-472,10.11,87.2,Unemployed,SVQ=,32810,High
0x7f6,27,?,"{""v"": 2.0}",nan,43,54-59,Val_91,2,215,56.22,5.01,RW1wbG95ZWQ=,IT,93727,
2039,42,High School,NULL,ML Engineer,"{""v"": 86}",59,63,7,399,95.31,81.16,U3R1ZGVudA==,SVQ=,137104,SGlnaA==
2040,35-40,nan,2.1,Cybersecurity Analyst,76,58,84,nan,"{""v"": 110}",96.02,21.83,,,121620,Low
2041,36,?,Val_6.1,reenignE erawtfoS,?,,63,4-9,40,29.72,"{""v"": 83.64}",?,Manufacturing,133995,SGlnaA==
2042,,Diploma,2.2,Q3liZXJzZWN1cml0eSBBbmFseXN0,55,"{""v"": 53}",52,"{""v"": 4}",339,22.02,5.76,Employed,Healthcare,32758,
2043,27,PhD,Val_3.1,ML Engineer,66,54,80,7,96,27.12,19.3,VW5lbXBsb3llZA==,IT,25746 USD,woL
2044,Val_50,RGlwbG9tYQ==,6.3,,"{""v"": 41}",58,Val_68,3,MISSING,nan,68.34,Unemployed,gnirutcafunaM,?,Low
2045,22,PhD,2.7,Business Analyst,,88,Val_50,3,4-9,nan,26.29,Employed,nan,105755 USD,?
2046,52,Diploma,5.8,Q2xvdWQgRW5naW5lZXI=,91,MISSING,43,"{""v"": 0}","{""v"": 44}",,24.77,Unemployed,IT,24485,TG93
0x7ff,51,High School,2.3-7.3,Q3liZXJzZWN1cml0eSBBbmFseXN0,?,?,nan,6,Val_49,Val_66.82,51.78,nan,Education,40839 USD,High
0x800,50,,2.5,?,51,85-90,89,6,NULL,56.26,0.28,Student,RWR1Y2F0aW9u,82759 USD,woL
2049,,nan,"{""v"": 1.9}",U29mdHdhcmUgRW5naW5lZXI=,56,77,51,5,"{""v"": 225}",50.86-55.86,"{""v"": 60.26}",RW1wbG95ZWQ=,Manufacturing,44891,Medium
2050,34,SGlnaCBTY2hvb2w=,Val_22.8,Q3liZXJzZWN1cml0eSBBbmFseXN0,"{""v"": 65}",97,98,NULL,281,81.57,Val_90.4,Student,UmV0YWls,136884,NULL
2051,39-44,RGlwbG9tYQ==,3.5,Q3liZXJzZWN1cml0eSBBbmFseXN0,78,40,58,?,139,MISSING,52.04-57.04,,Retail,107619,High
0x804,54,PhD,Val_1.3,Business Analyst,,64-69,MISSING,7,"{""v"": 2}",nan,89.06,deyolpmenU,Healthcare,$109609,TG93
2053,32,Bachelor,4.2,Q2xvdWQgRW5naW5lZXI=,nan,93,53,Val_1,6,nan,79.9,?,Education,125823 USD,nan
2054,52,SGlnaCBTY2hvb2w=,MISSING,Software Engineer,96,"{""v"": 68}",NULL,4,NULL,?,90.84,RW1wbG95ZWQ=,NULL,,SGlnaA==
2055,MISSING,SGlnaCBTY2hvb2w=,7.5,Software Engineer,69,74-79,NULL,0,297,96.93,1.38,MISSING,Retail,?,Medium
0x808,24,High School,13.7-18.7,TUwgRW5naW5lZXI=,58,MISSING,53,MISSING,NULL,58.53,45.53,Student,Education,93989,NULL
2057,49,Diploma,0.6,ML Engineer,96,65,"{""v"": 43}",1,23,74.91,Val_62.2,U3R1ZGVudA==,Healthcare,,
2058,28,Diploma,19.9,Cybersecurity Analyst,"{""v"": 57}",49,80,NULL,430,65.62-70.62,85.81,RW1wbG95ZWQ=,Healthcare,132777,nan
2059,"{""v"": 27}",SGlnaCBTY2hvb2w=,0.9,Cybersecurity Analyst,77,Val_57,70,4,Val_57,59.97,50.64,Student,Finance,148843 USD,Medium
0x80c,?,Diploma,MISSING,?,96,71,nan,3,"{""v"": 289}",54.15,nan,Student,IT,nan,Low
2061,31,RGlwbG9tYQ==,7.5,?,70,72,MISSING,5,126-131,MISSING,,deyolpmE,nan,MISSING,Low
2062,Val_30,nan,?,?,96,Val_91,49,"{""v"": 7}",271,nan,16.0,VW5lbXBsb3llZA==,Healthcare,78333,Low
0x80f,42,Master,8.5,?,42,,44-49,nan,269-274,88.81-93.81,72.12,?,Manufacturing,114979,woL
2064,"{""v"": 19}",PhD,5.6,RGF0YSBBbmFseXN0,49,78,84,7,442,"{""v"": 20.33}",?,Student,Education,133910,TG93
0x811,?,RGlwbG9tYQ==,MISSING,ML Engineer,?,93,44,nan,Val_231,"{""v"": 41.97}",38.54,NULL,Manufacturing,,muideM
2066,24,Master,"{""v"": 4.1}",ML Engineer,Val_46,58,NULL,2,29,12.29,"{""v"": 49.15}",,MISSING,NULL,High
0x813,38-43,TWFzdGVy,20.7,nan,91,97,67,,NULL,73.54-78.54,"{""v"": 56.72}",Employed,NULL,138356,
2068,35,Diploma,4.5,RGF0YSBBbmFseXN0,80,84,67,6,45-50,"{""v"": 24.07}",nan,U3R1ZGVudA==,NULL,144597,Low
2069,20,TWFzdGVy,2.5,System Admin,96,nan,99,NULL,156-161,Val_73.51,0.12,VW5lbXBsb3llZA==,MISSING,100410,Low
2070,?,Bachelor,17.0,System Admin,73,75,Val_49,4,Val_293,"{""v"": 11.39}",31.19,Unemployed,,?,woL
2071,,TWFzdGVy,0.4-5.4,Cybersecurity Analyst,62,66,95,4-9,342,63.28,15.35,RW1wbG95ZWQ=,Healthcare,126796,SGlnaA==
2072,58,UGhE,"{""v"": 3.6}",Q3liZXJzZWN1cml0eSBBbmFseXN0,MISSING,77,52,4,"{""v"": 426}",Val_39.48,?,Student,Retail,93529,
2073,28,,5.0,Business Analyst,Val_88,?,Val_97,4,nan,22.69,37.02,NULL,,NULL,TG93
2074,56,MISSING,2.1,ML Engineer,60,67,40,0,Val_262,"{""v"": 44.18}","{""v"": 67.71}",Student,gnirutcafunaM,nan,TWVkaXVt
0x81b,MISSING,High School,0.5-5.5,Q2xvdWQgRW5naW5lZXI=,92,78,"{""v"": 46}",3,"{""v"": 212}","{""v"": 17.22}",54.95,Employed,NULL,76103,SGlnaA==
2076,?,QmFjaGVsb3I=,Val_2.6,?,Val_81,,47,MISSING,69,nan,91.58,Student,Manufacturing,117961,High
0x81d,nan,?,NULL,Business Analyst,Val_53,"{""v"": 70}",93,4,Val_59,?,25.52,U3R1ZGVudA==,NULL,76742,muideM
0x81e,43,QmFjaGVsb3I=,4.2,System Admin,89,87,NULL,2,"{""v"": 370}",77.44,?,deyolpmenU,Finance,MISSING,?
0x81f,55,UGhE,nan,RGF0YSBBbmFseXN0,80-85,69,60-65,6,?,88.24,Val_19.29,Employed,nan,91880,MISSING
2080,59,Master,6.3,U29mdHdhcmUgRW5naW5lZXI=,nan,Val_82,87,5,Val_390,75.75,12.54,Student,Manufacturing,92521 USD,MISSING
2081,Val_49,,1.7,Data Analyst,74,"{""v"": 54}",50,5,147,41.02,"{""v"": 50.25}",deyolpmenU,Finance,86003,Low
2082,56,Bachelor,MISSING,Data Analyst,59,84,NULL,0-5,247,12.23,16.51,Student,Retail,102267,
2083,53,TWFzdGVy,nan,nan,,NULL,nan,3,419,75.92,99.38,Student,SGVhbHRoY2FyZQ==,59693,TG93
2084,nan,Master,nan,Data Analyst,75,"{""v"": 54}",42,MISSING,270,13.62,"{""v"": 56.06}",U3R1ZGVudA==,Healthcare,139030,SGlnaA==
2085,Val_54,nan,"{""v"": 4.2}",Software Engineer,nan,nan,56,7,372,?,Val_7.48,RW1wbG95ZWQ=,Education,nan,Low
2086,Val_50,Bachelor,15.7-20.7,U29mdHdhcmUgRW5naW5lZXI=,40,53,87,3,243,93.5-98.5,"{""v"": 85.74}",,RmluYW5jZQ==,$67172,Low
0x827,MISSING,Diploma,nan,Q3liZXJzZWN1cml0eSBBbmFseXN0,45,83,Val_53,5-10,349,63.69,44.84,Unemployed,nan,96037,High
0x828,"{""v"": 20}",Diploma,8.2,nan,Val_92,50,"{""v"": 78}",7,409,"{""v"": 67.19}",,Unemployed,Education,118585 USD,NULL
2089,MISSING,DhP,1.5,,97,43,99,MISSING,NULL,46.25,94.92,Student,nan,102312,Medium
0x82a,MISSING,High School,0.3,Cybersecurity Analyst,99,66,49,2,"{""v"": 456}",24.19-29.19,48.7,U3R1ZGVudA==,Finance,113229 USD,High
2091,50,QmFjaGVsb3I=,"{""v"": 2.1}",System Admin,99-104,95,48-53,1,478,NULL,63.31,Unemployed,MISSING,36181,?
0x82c,,QmFjaGVsb3I=,,TUwgRW5naW5lZXI=,90,84,?,nan,327,74.24-79.24,32.01,RW1wbG95ZWQ=,Retail,109811,High
0x82d,58-63,loohcS hgiH,?,U29mdHdhcmUgRW5naW5lZXI=,"{""v"": 51}",99,62,1,402,"{""v"": 77.74}",Val_67.06,Employed,Retail,$61092,SGlnaA==
0x82e,56,High School,Val_3.8,System Admin,64,57,87,3,"{""v"": 243}",50.36,41.83,deyolpmenU,Healthcare,$113261,Low
2095,21-26,UGhE,"{""v"": 2.8}",Business Analyst,Val_68,80,52,Val_3,Val_190,16.05-21.05,70.46,Unemployed,nan,135112,TWVkaXVt
0x830,30,Diploma,?,Cloud Engineer,,nan,NULL,3-8,,65.72,34.63-39.63,?,Healthcare,73175,High
2097,Val_19,Bachelor,MISSING,Cybersecurity Analyst,MISSING,?,63,"{""v"": 5}",112,62.72,nan,nan,RWR1Y2F0aW9u,49768,High
2098,Val_22,High School,15.4,Q2xvdWQgRW5naW5lZXI=,MISSING,Val_70,,4,206,6.29,32.39,Student,MISSING,148866,TG93
2099,Val_44,QmFjaGVsb3I=,1.0,System Admin,NULL,58,95,NULL,,74.19,91.84,Unemployed,Education,22463,TG93
2100,NULL,NULL,38.5,nan,"{""v"": 97}",81,MISSING,"{""v"": 3}",422,10.07,62.07,RW1wbG95ZWQ=,TI,$86161,Low
2101,38-43,Bachelor,6.1,ML Engineer,MISSING,NULL,60-65,5,407-412,NULL,"{""v"": 6.29}",VW5lbXBsb3llZA==,IT,146889,Low
2102,25,MISSING,17.9,NULL,nan,"{""v"": 40}",93-98,2,478,NULL,29.59-34.59,Employed,?,,TWVkaXVt
2103,55,High School,4.7,MISSING,40,nan,54,7,301-306,94.91,36.4,Employed,Manufacturing,45501,Low
0x838,,High School,MISSING,nan,Val_92,58,88,"{""v"": 5}",,86.82,20.45,RW1wbG95ZWQ=,Healthcare,$106124,nan
2105,20,SGlnaCBTY2hvb2w=,2.1,?,"{""v"": 82}",95,"{""v"": 75}",2-7,311,Val_61.44,62.66-67.66,Unemployed,nan,79057,High
2106,20,Diploma,0.3,Software Engineer,53,53,58,2,nan,18.97,43.93,Employed,RWR1Y2F0aW9u,65371,High
2107,39-44,Master,Val_0.8,NULL,45,NULL,81,MISSING,NULL,70.79,?,Student,Retail,135566,Medium
2108,23,?,nan,TUwgRW5naW5lZXI=,55,45,nan,4,?,8.52,21.69,?,UmV0YWls,MISSING,SGlnaA==
2109,19,NULL,Val_12.4,tsylanA ataD,72-77,53,71,7-12,MISSING,3.42,20.66-25.66,Employed,Retail,61727,woL
0x83e,?,UGhE,11.6,RGF0YSBBbmFseXN0,95,75,Val_44,4,nan,Val_48.55,?,Student,TWFudWZhY3R1cmluZw==,45995 USD,
