ID,Age,Education_Level,Years_of_Experience,Current_or_Target_Role,Technical_Skill_Score,Soft_Skill_Score,Domain_Knowledge_Score,Certification_Count,Training_Hours_Last_Year,Skill_Gap_Score,Readiness_Score,Employment_Status,Industry,Annual_Salary_USD,Career_Readiness_Level
13985.0,23.0,2.0,6.6,System Admin,60.0,74.0,68.0,5.0,292.0,49.66,42.46,Unemployed,Unknown,103955.0,High
13986.0,44.5,Unknown,3.8,Software Engineer,70.0,70.0,69.0,5.0,252.0,24.17,49.81,Unknown,Manufacturing,59223.0,Low
13987.0,58.0,2.0,0.4,3.0,91.0,42.0,70.0,4.0,252.0,86.24,5.55,3.0,TI,84999.0,Unknown
13988.0,30.0,Unknown,6.5,Cybersecurity Analyst,65.0,95.0,68.0,0.0,259.0,44.54,49.81,Unknown,Retail,77243.0,High
0.0,56.0,Diploma,0.6,Cloud Engineer,48.5,61.0,97.5,4.0,469.5,37.84,81.03,Student,Manufacturing,120777.0,Unknown
0.0,57.0,amolpiD,8.1,Unknown,50.0,88.0,81.0,8.5,205.0,49.66,89.4,Student,IT,95531.0,Unknown
13991.0,41.5,Diploma,3.8,Data Analyst,69.0,87.0,76.0,5.0,111.0,49.66,77.07,Employed,Education,131210.0,Low
0.0,34.0,Unknown,3.8,Unknown,73.0,80.0,68.0,4.0,136.0,42.12,49.81,Unknown,Education,59888.0,Low
0.0,39.0,Master,2.9,Software Engineer,70.0,70.0,42.0,4.0,208.0,9.01,53.38,Student,Unknown,120640.0,Medium
0.0,39.0,High School,3.8,Data Analyst,70.0,86.0,82.0,8.5,199.0,49.66,88.63,Unemployed,Retail,34096.0,High
13995.0,25.0,2.0,7.6,Data Analyst,71.0,80.0,46.0,4.0,252.0,45.28,72.09,5.0,Finance,103424.0,Medium
0.0,35.0,Master,3.8,Software Engineer,57.0,54.0,56.0,2.0,92.0,66.39,73.17,Employed,Finance,91038.0,High
13997.0,41.0,9.0,10.6,Cloud Engineer,70.0,77.0,91.0,6.0,278.0,49.66,52.6,Unemployed,IT,84999.0,Medium
13998.0,59.0,UGhE,2.7,Cybersecurity Analyst,66.0,70.0,40.0,2.0,159.0,49.66,72.07,Unknown,Unknown,87444.0,High
0.0,39.0,Bachelor,11.4,29.0,69.0,70.0,70.0,4.0,84.0,49.66,92.1,Student,Unknown,126834.0,Unknown
14000.0,19.0,amolpiD,3.8,0.0,79.0,70.0,65.0,4.0,197.0,36.51,41.08,1.0,3.0,113621.0,Unknown
14001.0,46.5,Diploma,10.5,Business Analyst,50.0,75.0,91.0,6.0,416.0,12.6,19.25,3.0,Education,133424.0,Medium
0.0,31.0,Diploma,3.8,Cloud Engineer,93.0,70.0,99.0,6.0,169.5,14.09,44.47,Unknown,Manufacturing,28992.0,Unknown
0.0,56.0,Unknown,8.4,Data Analyst,47.0,77.0,67.0,1.0,133.0,49.66,37.73,Unemployed,Manufacturing,25712.0,Medium
0.0,29.0,High School,5.1,ML Engineer,53.0,49.0,78.0,6.0,421.0,24.89,49.81,Unemployed,IT,120453.0,Medium
14005.0,49.0,PhD,8.4,Cloud Engineer,93.0,66.0,71.0,4.0,129.0,34.37,35.91,3.0,Education,84999.0,Low
0.0,45.0,Unknown,6.1,Cybersecurity Analyst,70.0,70.0,53.0,8.5,258.0,44.34,49.81,5.0,Unknown,84999.0,High
14007.0,45.0,Unknown,3.5,Business Analyst,59.5,70.0,92.0,4.0,333.0,88.62,79.12,Unemployed,Unknown,84999.0,Medium
14008.0,39.0,loohcS hgiH,0.4,System Admin,72.0,66.5,80.0,6.0,480.0,49.66,49.81,1.0,Education,22268.0,Medium
0.0,21.0,Master,25.6,Cybersecurity Analyst,93.0,84.0,89.0,4.5,96.0,84.82,18.13,Unemployed,Retail,84681.0,High
0.0,43.0,High School,2.2,ML Engineer,64.0,86.0,84.0,2.0,252.0,7.31,49.81,Unemployed,Manufacturing,84999.0,Unknown
14011.0,53.0,Diploma,3.8,Unknown,70.0,45.0,42.0,1.0,490.0,96.13,82.86,Unemployed,Unknown,96212.0,Medium
0.0,22.5,amolpiD,4.7,Unknown,73.0,70.0,75.0,6.0,196.0,27.42,97.01,Employed,Unknown,84999.0,High
14013.0,39.0,High School,19.0,Unknown,62.0,55.5,74.5,2.0,15.0,18.96,75.65,Unemployed,1.0,122771.0,Medium
14014.0,34.0,Master,16.6,Software Engineer,70.5,49.0,70.0,6.0,402.0,49.66,2.26,Student,Healthcare,76007.0,Unknown
14015.0,26.5,Master,2.9,3.0,62.0,53.0,70.0,3.0,143.0,49.66,26.8,Student,2.0,142110.0,High
0.0,39.0,Unknown,9.6,Data Analyst,74.0,75.0,49.0,0.0,459.0,49.66,72.14,Student,Education,148095.0,Medium
14017.0,36.0,High School,3.8,2.0,42.5,52.0,70.0,4.0,252.0,5.66,49.81,Unknown,Retail,75595.0,High
14018.0,39.0,rolehcaB,3.8,Software Engineer,62.0,88.0,77.0,4.0,432.5,51.71,94.18,Unemployed,Retail,60187.0,Medium
14019.0,53.5,Bachelor,4.3,2.0,70.0,77.0,67.0,3.0,252.0,49.66,49.81,Unknown,Manufacturing,110621.0,High
14020.0,52.0,Diploma,3.8,3.0,40.0,55.0,77.0,1.0,427.0,49.66,8.95,Unknown,3.0,123699.0,Low
14021.0,39.0,Unknown,0.6,ML Engineer,44.5,62.5,94.0,7.0,231.0,85.52,49.81,Unknown,Retail,73678.0,High
14022.0,57.0,Unknown,3.5999999999999996,2.0,51.0,80.0,49.5,4.0,317.0,43.3,31.85,Unknown,Education,57004.0,High
14023.0,56.0,High School,2.0,Data Analyst,57.0,69.0,95.0,4.0,106.0,70.07,15.0,Unemployed,Finance,126575.0,Unknown
0.0,44.0,PhD,20.2,Business Analyst,70.0,79.0,77.0,6.0,252.0,49.66,24.48,Student,Unknown,47397.0,Medium
14025.0,58.0,UGhE,3.8,Data Analyst,73.0,70.0,96.0,7.0,435.0,49.66,2.75,Unknown,Retail,129694.0,Unknown
14026.0,55.0,Master,0.4,2.0,70.0,58.0,90.0,4.0,409.0,55.72,82.15,3.0,0.0,87486.0,Medium
0.0,42.0,UGhE,3.8,Cloud Engineer,58.0,56.0,91.5,4.0,399.0,64.07,92.62,Student,1.0,141916.0,High
14028.0,43.0,2.0,1.4,Business Analyst,99.0,61.0,70.0,5.5,252.0,55.88,49.81,Unemployed,Retail,108390.0,Low
14029.0,31.0,Diploma,0.6,ML Engineer,70.0,91.0,85.0,4.0,175.0,70.93,33.03,Employed,Manufacturing,39782.0,High
14030.0,31.0,Diploma,3.8,ML Engineer,93.5,56.0,75.0,6.0,214.0,47.72,20.05,Unemployed,Healthcare,74582.0,Unknown
14031.0,31.0,Unknown,2.9,5.0,74.5,41.0,70.0,5.5,13.0,32.47,49.81,Unemployed,Retail,103375.0,Medium
14032.0,42.0,9.0,8.2,Software Engineer,61.0,96.0,49.0,4.0,267.0,16.53,92.05,Employed,Education,114226.0,High
14033.0,53.0,High School,0.5,Business Analyst,95.0,66.0,65.5,1.0,252.0,7.640000000000001,49.81,Employed,Education,79772.0,Low
14034.0,23.5,High School,0.6,Unknown,43.5,79.0,50.0,1.0,69.0,49.66,33.36,Student,Retail,131791.0,Low
14035.0,32.0,Unknown,8.3,Unknown,83.0,42.0,70.0,4.0,268.0,49.57,15.84,Employed,Healthcare,65171.0,High
14036.0,49.0,PhD,2.0,Unknown,45.0,45.5,70.0,4.0,252.0,49.66,49.81,Student,IT,43015.0,Medium
0.0,35.0,Master,3.5,2.0,81.0,96.0,77.0,1.0,252.0,91.19,75.19,Employed,Retail,92157.0,Medium
14038.0,39.0,PhD,3.8,Unknown,70.0,44.0,40.0,0.0,7.0,89.14,78.7,5.0,3.0,127945.0,High
14039.0,39.0,Diploma,2.6,Software Engineer,63.0,70.0,63.0,2.0,466.0,49.66,59.53,Employed,Manufacturing,143436.0,Low
14040.0,59.0,PhD,3.8,Business Analyst,55.0,94.0,82.0,4.0,349.5,99.8,51.63,Unknown,Retail,143732.0,Unknown
14041.0,39.0,High School,3.8,System Admin,71.0,82.0,88.0,3.0,253.0,70.69,94.83,Unknown,Unknown,49365.0,Unknown
0.0,27.0,PhD,10.9,Software Engineer,41.0,70.0,85.0,6.0,59.0,43.29,56.67,Student,Education,82229.0,Low
14043.0,27.0,Diploma,0.7,Software Engineer,70.0,80.0,70.0,3.0,247.0,49.66,28.56,Employed,Retail,62476.0,High
0.0,43.5,Master,8.1,Business Analyst,88.0,81.5,70.0,3.0,312.0,76.83,37.63,Employed,Unknown,107025.0,High
14045.0,51.0,Bachelor,3.4,2.0,70.0,58.0,80.0,2.0,252.0,90.66,49.81,Unknown,Education,48799.0,Low
0.0,45.0,Unknown,3.8,Cloud Engineer,72.0,70.0,53.0,2.5,90.0,49.66,98.41,Employed,Retail,73499.0,High
14047.0,44.0,Unknown,8.9,Cybersecurity Analyst,70.0,79.0,90.5,6.0,463.5,47.1,24.98,Unknown,Manufacturing,66851.0,Unknown
0.0,57.0,9.0,7.7,Cybersecurity Analyst,70.0,47.5,70.0,7.0,209.0,63.92,66.01,Unemployed,Manufacturing,149476.0,Low
0.0,18.0,Bachelor,21.0,System Admin,78.0,70.0,79.0,0.0,477.0,60.53,46.51,Unemployed,Unknown,137333.0,Unknown
14050.0,50.0,retsaM,0.9,Cybersecurity Analyst,67.0,73.0,47.0,4.0,278.0,4.02,49.81,5.0,Retail,49761.0,Low
14051.0,21.0,2.0,1.5,ML Engineer,70.0,90.0,49.5,7.0,252.0,94.89,49.81,Unknown,Unknown,84999.0,Unknown
0.0,24.0,retsaM,6.9,Cloud Engineer,70.0,76.0,94.0,3.0,252.0,49.66,75.9,Unemployed,Unknown,105669.0,High
14053.0,26.0,3.0,9.1,Data Analyst,83.0,62.0,74.5,7.5,252.0,6.28,53.6,Employed,Unknown,39333.0,Unknown
14054.0,33.0,High School,8.6,5.0,58.0,70.0,59.0,4.0,463.0,49.66,73.33,5.0,Healthcare,111764.0,Low
0.0,39.0,Unknown,3.8,0.0,43.0,54.0,88.0,5.0,252.0,82.0,12.43,5.0,Unknown,84999.0,Unknown
14056.0,51.0,Master,3.8,System Admin,83.0,94.0,45.0,4.0,382.0,50.17,25.69,Unknown,Education,84999.0,Medium
14057.0,40.0,Unknown,3.8,Cybersecurity Analyst,93.0,69.0,81.0,7.0,383.0,49.66,4.09,Student,Unknown,84999.0,Medium
14058.0,42.0,Unknown,1.6,3.0,59.0,70.0,79.0,4.0,370.0,58.02,27.47,Unknown,Unknown,105895.0,Low
14059.0,39.0,Bachelor,3.6,Unknown,70.0,77.0,56.0,2.0,69.0,13.28,80.53,1.0,Retail,65674.0,Low
14060.0,39.0,PhD,3.4000000000000004,Unknown,48.0,60.0,45.0,0.0,252.0,95.79,35.1,Unemployed,Education,109219.0,High
14061.0,28.0,PhD,5.1,Cloud Engineer,59.0,70.0,72.0,5.0,462.0,0.09,49.81,Student,Retail,100467.0,Low
14062.0,34.0,9.0,16.8,Unknown,99.0,70.0,70.0,6.0,277.0,90.3,65.81,Employed,5.0,55446.0,Medium
0.0,54.0,Unknown,6.6,ML Engineer,57.0,44.0,89.0,7.0,249.0,37.56,49.81,Employed,Finance,93738.0,Medium
0.0,39.0,Unknown,20.7,Unknown,90.0,70.0,43.0,3.0,325.0,3.9,14.32,3.0,Unknown,124543.0,Medium
14065.0,44.0,Diploma,6.2,Software Engineer,97.0,41.0,97.5,3.5,256.0,71.74,45.34,Unknown,0.0,26252.0,High
14066.0,37.0,Master,6.8,Software Engineer,69.0,96.0,47.0,3.0,141.0,39.27,49.81,Student,Manufacturing,54158.0,Medium
14067.0,50.0,Unknown,3.8,System Admin,66.0,58.0,46.0,2.0,370.5,92.03,37.61,Student,Finance,137159.0,Unknown
14068.0,59.0,Diploma,14.8,Data Analyst,94.0,48.5,70.0,0.0,252.0,18.36,49.81,Unknown,Healthcare,91305.0,Medium
14069.0,49.0,Master,2.2,Cybersecurity Analyst,84.0,70.0,62.5,0.0,340.0,25.66,49.81,Unemployed,Healthcare,96450.0,Unknown
0.0,25.0,Bachelor,7.2,ML Engineer,70.0,42.0,64.0,2.0,140.0,35.41,30.78,5.0,5.0,84999.0,High
14071.0,46.0,9.0,3.8,Cybersecurity Analyst,90.0,57.0,70.0,6.5,456.0,42.91,27.98,Employed,Retail,92902.0,Low
14072.0,57.0,Unknown,8.3,Unknown,53.0,50.0,70.0,2.5,400.0,26.12,99.46,5.0,2.0,109770.0,High
0.0,36.0,PhD,3.8,Software Engineer,70.0,94.0,46.0,7.0,252.0,49.66,49.81,Unknown,0.0,80781.0,High
14074.0,39.0,Diploma,3.8,System Admin,62.0,68.0,99.0,1.0,266.0,49.66,8.03,Employed,Unknown,37241.0,High
14075.0,56.0,PhD,6.4,Business Analyst,70.0,47.0,95.0,6.0,301.0,67.04,27.61,1.0,Unknown,26551.0,High
14076.0,58.0,amolpiD,3.8,Unknown,70.0,58.0,90.0,5.0,272.0,64.93,0.08,Unknown,1.0,39662.0,Medium
14077.0,38.0,Unknown,1.7,System Admin,84.0,78.0,87.0,4.0,237.0,49.66,16.69,Unemployed,Unknown,59914.0,High
0.0,39.0,Unknown,3.8,ML Engineer,70.0,69.0,54.0,7.0,462.0,67.9,49.81,3.0,Unknown,58912.0,Medium
14079.0,59.0,PhD,2.8,Data Analyst,45.0,58.0,96.0,6.0,332.0,39.51,97.8,Unknown,IT,89218.0,Medium
14080.0,29.5,2.0,5.3,Data Analyst,80.0,86.0,70.0,2.0,129.0,88.98,58.21,Employed,Healthcare,81337.0,High
14081.0,29.5,Bachelor,33.5,Unknown,81.0,83.0,93.0,5.0,270.0,48.46,34.39,1.0,Healthcare,96574.0,Low
14082.0,39.0,Master,0.0,Software Engineer,90.0,84.0,58.0,1.0,236.0,49.66,40.95,Student,3.0,50699.0,Medium
14083.0,39.0,Unknown,3.8,ML Engineer,49.0,80.5,51.0,6.0,252.0,37.08,59.03,Unknown,3.0,42367.0,Medium
14084.0,18.0,Master,4.1,Cloud Engineer,40.0,43.0,70.0,4.0,369.0,57.49,35.34,Employed,Education,78479.0,Low
14085.0,34.0,Unknown,2.3,Unknown,70.0,70.0,55.0,0.0,252.0,91.95,41.68,Unemployed,Education,126011.0,Unknown
14086.0,39.0,retsaM,15.1,Business Analyst,42.0,91.0,70.0,4.0,389.0,49.66,49.81,Unknown,Education,22975.0,Unknown
14087.0,39.0,TWFzdGVy,3.8,Business Analyst,64.0,70.0,71.0,4.0,242.0,34.54,17.58,Unemployed,IT,20512.0,Medium
14088.0,36.0,PhD,0.3,ML Engineer,70.0,62.0,70.0,4.0,457.0,7.09,56.94,Employed,Unknown,101173.0,High
14089.0,38.0,Master,6.0,Business Analyst,86.0,70.0,80.0,6.0,23.5,1.95,44.77,3.0,Finance,116262.0,Medium
14090.0,39.0,2.0,4.6,Unknown,59.0,58.0,54.0,4.0,133.0,84.34,6.07,Student,Unknown,109884.0,Medium
0.0,57.0,PhD,5.7,Unknown,75.0,60.0,92.0,2.0,302.0,36.92,86.02,Student,Manufacturing,84999.0,Unknown
14092.0,39.0,High School,3.8,29.0,70.0,70.0,70.0,0.0,252.0,14.28,31.66,Employed,1.0,76950.0,Low
14093.0,58.0,amolpiD,23.2,Unknown,85.0,70.0,50.0,7.0,365.0,89.19,36.33,Unknown,Retail,37367.0,Unknown
14094.0,39.0,Master,3.8,Software Engineer,73.5,74.0,97.0,1.0,300.0,46.91,6.98,Unknown,Retail,118322.0,High
0.0,36.0,loohcS hgiH,1.7,System Admin,98.5,40.0,92.0,5.0,252.0,49.66,49.81,5.0,Finance,34505.0,High
14096.0,24.0,loohcS hgiH,6.6,Unknown,54.0,53.0,70.0,4.0,69.0,49.66,55.94,3.0,Unknown,79420.0,Low
14097.0,34.0,PhD,6.1,Business Analyst,78.0,62.0,79.0,4.0,334.0,93.88,50.37,Unknown,Education,31107.0,Medium
0.0,18.0,Unknown,3.8,ML Engineer,42.5,80.0,96.0,7.0,252.0,97.73,11.24,Employed,0.0,84999.0,High
14099.0,54.0,Unknown,14.8,Unknown,88.0,53.0,70.0,2.0,316.0,22.32,30.64,Student,Healthcare,32901.0,Low
14100.0,25.5,Master,3.8,System Admin,78.0,70.0,54.0,4.0,252.0,49.66,56.3,Student,Healthcare,23196.0,High
14101.0,43.0,Unknown,3.8,Cybersecurity Analyst,69.5,76.0,88.0,1.0,362.0,73.87,14.72,Unknown,3.0,83501.0,Medium
14102.0,19.0,Bachelor,3.8,5.0,68.0,70.0,70.0,4.0,120.0,72.09,92.4,Unknown,Healthcare,90670.0,Unknown
14103.0,49.0,UGhE,3.8,Cloud Engineer,71.0,64.0,77.0,4.0,224.0,70.4,49.81,Employed,Retail,68806.0,Low
14104.0,22.0,Unknown,10.7,5.0,40.0,75.0,89.0,4.0,394.0,58.72,57.14,Employed,Retail,84999.0,Medium
0.0,39.0,Unknown,25.2,5.0,47.0,77.5,88.5,3.0,375.0,81.98,54.9,5.0,IT,84952.0,High
0.0,48.0,Master,6.1,Cloud Engineer,85.0,70.0,63.0,4.0,452.0,49.66,93.44,Unknown,Unknown,114190.0,Unknown
0.0,39.0,Diploma,3.8,3.0,73.0,70.0,70.0,4.0,331.0,22.79,34.39,Unknown,IT,116877.0,Unknown
14108.0,39.0,Bachelor,15.7,Cloud Engineer,80.0,47.0,83.0,1.0,19.0,49.66,19.28,Employed,Retail,122468.0,Low
0.0,47.0,High School,3.6,Business Analyst,42.0,96.5,96.0,4.0,252.0,92.33,38.77,Unemployed,Healthcare,20217.0,Medium
14110.0,23.0,Unknown,1.3,System Admin,70.0,53.0,91.0,3.0,247.0,38.33,92.15,3.0,Healthcare,84999.0,Medium
14111.0,32.0,retsaM,0.5,Cloud Engineer,88.0,95.0,90.0,9.5,426.0,68.11,49.81,5.0,Retail,49252.0,Unknown
0.0,32.0,3.0,0.9,29.0,64.0,89.0,71.0,4.0,252.0,76.86,49.81,Unknown,Unknown,73910.0,Low
14113.0,35.5,2.0,7.0,System Admin,70.0,75.0,75.0,2.0,284.0,62.08,90.87,Unknown,Unknown,48561.0,High
14114.0,39.5,Diploma,5.6,Cloud Engineer,70.0,59.0,62.5,1.0,354.0,49.66,49.81,Employed,IT,84999.0,Medium
0.0,30.0,Unknown,7.4,Cybersecurity Analyst,101.5,77.5,70.0,2.0,42.0,63.67,82.5,1.0,Education,129856.0,Low
0.0,59.0,Master,1.8,Unknown,52.0,68.0,83.0,6.0,255.0,32.91,44.35,Student,0.0,106718.0,High
14117.0,39.0,Bachelor,3.8,Software Engineer,49.0,92.0,91.0,2.0,252.0,79.74,29.58,Unknown,Healthcare,56068.0,Low
14118.0,51.0,TWFzdGVy,8.0,Unknown,85.0,70.0,69.0,3.0,75.0,93.85,36.73,Employed,Education,62518.0,Medium
14119.0,46.0,Unknown,0.8,Unknown,99.0,40.0,71.0,3.0,216.0,49.66,49.81,5.0,Unknown,84999.0,Unknown
0.0,20.0,UGhE,3.8,0.0,91.0,75.0,58.0,4.0,426.5,20.23,73.93,5.0,Education,79560.0,Low
14121.0,26.0,Unknown,1.7,Unknown,72.0,64.0,64.0,7.5,476.0,89.46,57.59,Unknown,Retail,84999.0,Medium
14122.0,28.0,Unknown,3.1,System Admin,70.0,81.0,46.0,8.5,257.0,87.61,44.08,Student,Healthcare,42339.0,Low
14123.0,28.0,UGhE,1.3,Business Analyst,45.0,51.0,58.0,1.0,161.5,97.71,19.87,Student,5.0,53239.0,High
14124.0,42.0,TWFzdGVy,3.3,ML Engineer,44.0,83.0,98.0,2.0,489.0,90.49,39.39,Student,Manufacturing,68801.0,Low
14125.0,39.0,Unknown,7.0,Software Engineer,40.0,97.0,83.0,5.0,252.0,5.52,49.81,Unknown,Unknown,142057.0,High
14126.0,59.0,UGhE,3.8,Cloud Engineer,78.0,94.0,87.0,7.0,464.0,12.47,2.89,Unemployed,Unknown,40048.0,Unknown
14127.0,39.0,Master,2.0,Cybersecurity Analyst,93.0,70.0,57.0,4.0,261.0,85.89,93.92,1.0,TI,84999.0,Medium
14128.0,39.0,High School,11.6,0.0,67.0,92.0,54.0,4.0,47.0,49.66,48.73,Unknown,Unknown,84999.0,Unknown
14129.0,38.0,Diploma,5.7,2.0,45.5,98.0,96.0,3.0,252.0,34.49,7.52,Student,Finance,131179.0,Medium
14130.0,27.0,UGhE,3.7,Data Analyst,73.0,79.0,75.0,0.0,56.0,61.36,49.81,Unknown,Finance,84999.0,Low
0.0,39.0,Bachelor,9.4,Cloud Engineer,97.0,70.0,70.0,0.0,252.0,13.81,49.81,Unknown,0.0,102773.0,Medium
14132.0,46.0,High School,13.0,Unknown,70.0,63.5,66.0,4.0,253.0,73.64,49.81,Unemployed,Retail,30729.0,Low
14133.0,26.0,Bachelor,3.8,Cybersecurity Analyst,70.0,94.0,84.0,4.0,58.0,96.95,49.81,Unemployed,Manufacturing,71124.0,High
0.0,22.0,2.0,4.4,ML Engineer,67.0,70.0,76.0,2.0,167.0,15.63,59.99,Unemployed,Retail,112207.0,High
0.0,39.0,retsaM,5.8,5.0,42.0,53.0,99.0,7.0,112.0,49.66,49.81,3.0,3.0,80586.0,Unknown
14136.0,28.0,TWFzdGVy,4.2,Data Analyst,65.0,65.0,70.0,7.0,252.0,49.66,13.66,1.0,5.0,23572.0,High
0.0,20.5,Bachelor,3.8,Unknown,91.0,70.0,70.0,6.0,128.0,49.66,82.88,Unemployed,Finance,144901.0,Unknown
14138.0,59.0,Unknown,4.6,0.0,47.0,79.0,42.0,0.0,44.0,32.56,20.68,Unknown,Manufacturing,109637.0,High
0.0,18.0,Unknown,1.9,Software Engineer,62.0,86.0,82.0,5.0,252.0,16.63,40.57,Student,Healthcare,120890.0,Medium
0.0,39.0,PhD,7.0,2.0,95.0,67.0,96.0,2.0,252.0,69.68,49.71,Unknown,Retail,84999.0,High
14141.0,22.0,Diploma,2.2,Cybersecurity Analyst,58.0,70.0,42.0,1.0,397.0,95.86,74.07,5.0,Unknown,32087.0,Medium
14142.0,39.0,Unknown,5.2,5.0,70.0,80.0,47.0,1.0,242.0,96.12,80.75,Unknown,Education,146129.0,High
14143.0,43.0,retsaM,6.5,Cloud Engineer,70.0,53.0,92.0,0.0,252.0,68.57,49.81,1.0,Education,70817.0,Unknown
0.0,39.0,TWFzdGVy,4.1,Business Analyst,44.5,67.0,62.5,1.0,133.0,49.66,60.1,Unknown,0.0,95548.0,Unknown
0.0,49.0,3.0,1.3,Unknown,66.0,94.0,49.0,3.0,374.0,49.66,90.29,Student,Unknown,122628.0,High
14146.0,28.0,3.0,4.3,ML Engineer,80.0,70.0,72.0,4.0,294.0,15.34,49.81,5.0,Finance,128444.0,Unknown
14147.0,27.0,Unknown,8.5,System Admin,52.0,85.0,89.0,4.0,458.0,13.37,17.68,Unemployed,IT,58225.0,Low
0.0,56.0,Unknown,3.8,Cloud Engineer,70.0,78.0,63.0,7.5,273.0,88.31,30.18,Unemployed,Finance,42474.0,High
14149.0,39.0,Unknown,5.4,System Admin,70.0,89.0,94.0,7.5,167.0,0.26,85.43,1.0,0.0,76687.0,Medium
0.0,39.0,TWFzdGVy,3.0999999999999996,Cybersecurity Analyst,75.0,78.0,70.0,1.0,252.0,69.56,49.81,Unknown,Retail,49733.0,High
0.0,29.0,2.0,5.2,Cybersecurity Analyst,70.0,84.0,81.0,5.5,496.0,35.3,70.25,Unknown,Finance,84999.0,Medium
14152.0,39.0,rolehcaB,1.6,Unknown,68.0,54.0,70.0,4.0,306.0,3.87,54.23,Employed,Manufacturing,63187.0,Medium
14153.0,55.0,amolpiD,11.1,5.0,70.0,98.0,96.0,6.0,235.0,7.7,49.81,Unknown,Unknown,29725.0,Unknown
14154.0,20.0,Bachelor,2.5,5.0,40.0,89.0,65.0,3.0,252.0,6.8,61.13,Unemployed,Unknown,118585.0,Medium
0.0,19.0,3.0,2.4,Cybersecurity Analyst,91.0,69.0,88.0,0.0,309.0,5.88,89.6,1.0,Retail,103035.0,Medium
0.0,22.0,Bachelor,9.6,ML Engineer,96.0,42.0,70.0,7.0,252.0,49.66,49.81,Employed,Unknown,84999.0,Medium
0.0,30.5,Unknown,19.0,Unknown,95.0,70.0,58.0,4.5,340.0,30.09,21.22,Employed,Retail,82136.0,Medium
14158.0,42.0,Master,0.1,Business Analyst,54.0,83.0,85.5,4.0,453.0,92.5,30.12,Student,Unknown,99625.0,High
14159.0,52.0,amolpiD,3.4,Software Engineer,57.0,72.0,77.5,1.0,439.0,51.74,78.65,Unemployed,2.0,144264.0,Unknown
14160.0,52.0,High School,3.8,3.0,81.0,55.5,79.0,3.0,252.0,73.62,70.59,5.0,Unknown,47950.0,Unknown
14161.0,39.0,2.0,3.8,29.0,49.0,58.0,70.0,1.0,498.0,68.51,79.57,3.0,5.0,25509.0,Unknown
14162.0,54.0,High School,4.5,Business Analyst,89.5,71.0,69.0,3.0,287.0,93.89,68.3,5.0,Healthcare,66759.0,Low
14163.0,39.0,Bachelor,4.3,Data Analyst,97.0,86.0,55.0,1.0,233.0,65.15,43.69,Unknown,Healthcare,139476.0,Medium
14164.0,28.0,Diploma,6.7,Unknown,45.0,75.0,40.0,6.0,432.0,9.0,49.81,Unknown,Retail,47792.0,Unknown
14165.0,49.0,Unknown,7.8,Unknown,50.0,75.0,41.0,8.5,252.0,14.01,46.27,1.0,2.0,65185.0,Medium
14166.0,39.0,Diploma,5.699999999999999,Cloud Engineer,70.0,70.0,73.0,4.0,191.0,49.66,8.66,Employed,2.0,39569.0,Medium
14167.0,39.0,UGhE,0.9,Unknown,88.0,42.0,85.0,4.0,264.0,49.66,51.13,Unknown,5.0,120730.0,High
14168.0,25.0,Unknown,9.7,Unknown,74.5,92.0,53.0,4.0,8.0,59.58,49.81,Student,Retail,84999.0,Medium
14169.0,37.0,Bachelor,0.9,Unknown,52.0,69.0,87.0,5.0,252.0,31.37,47.6,Student,Healthcare,48344.0,Unknown
14170.0,59.0,UGhE,19.6,Cybersecurity Analyst,78.0,78.0,62.0,7.0,187.0,49.66,74.08,Employed,Finance,57543.0,Unknown
14171.0,51.0,2.0,3.8,Cybersecurity Analyst,49.0,71.0,70.0,0.0,230.0,25.73,15.14,1.0,2.0,21678.0,High
14172.0,21.0,DhP,15.1,2.0,53.0,48.0,68.0,3.0,9.0,2.87,76.76,Unknown,2.0,84999.0,High
14173.0,35.0,Master,6.0,System Admin,83.0,69.0,70.0,4.0,252.0,2.11,56.37,1.0,Retail,100164.0,High
14174.0,21.0,Unknown,10.0,29.0,56.0,76.0,96.0,1.0,379.0,49.66,45.69,Employed,Healthcare,123489.0,Unknown
14175.0,37.0,TWFzdGVy,14.3,Cybersecurity Analyst,70.0,90.0,59.0,0.0,307.0,14.09,41.67,Employed,Manufacturing,39051.0,Medium
0.0,26.0,UGhE,5.5,Business Analyst,40.0,52.0,69.0,4.0,391.0,83.56,6.82,3.0,Healthcare,84999.0,Unknown
14177.0,39.0,High School,7.6,5.0,61.0,66.0,96.0,1.0,150.0,24.61,93.93,Unemployed,5.0,117135.0,High
0.0,43.0,Unknown,1.1,29.0,64.0,60.0,78.0,4.0,14.0,20.75,49.81,Employed,Unknown,84999.0,High
0.0,55.0,2.0,3.8,0.0,51.0,77.0,54.0,2.0,442.0,2.6799999999999997,10.08,Employed,Education,37941.0,Unknown
14180.0,42.0,9.0,5.1,2.0,74.0,62.0,81.5,4.0,100.0,49.66,84.91,Unknown,Finance,84999.0,Medium
14181.0,21.0,9.0,3.4000000000000004,Business Analyst,52.0,58.0,72.5,4.0,268.0,35.98,26.04,3.0,5.0,91469.0,Unknown
14182.0,58.0,Unknown,3.8,5.0,96.0,41.0,97.0,7.5,2.0,98.48,19.29,3.0,Healthcare,89551.0,High
0.0,58.0,Master,6.8,ML Engineer,53.0,59.0,50.0,4.0,252.0,27.95,49.81,Employed,Finance,84999.0,Medium
